FID	IID	SEX	AGE
1683	1583	1	20
1684	1584	2	66
1685	1585	2	62
1686	1586	2	35
1687	1587	2	26
1688	1588	2	27
1689	1589	2	22
1690	1590	2	59
1691	1591	2	30
1692	1592	1	24
1693	1593	2	55
1694	1594	1	62
1695	1595	2	43
1696	1596	2	51
1697	1597	2	46
1698	1598	1	61
1699	1599	2	34
1700	1600	2	45
1701	1601	2	40
1702	1602	1	42
1703	1603	2	52
1704	1604	2	-9
1705	1605	2	70
1706	1606	2	66
1708	1607	2	61
1709	1608	2	75
1710	1609	2	59
1711	1610	2	28
1712	1611	1	24
1713	1612	1	20
1714	1613	1	44
1715	1614	1	25
1716	1615	1	20
1717	1616	1	29
1718	1617	1	59
1719	1618	1	34
1720	1619	1	49
1721	1620	1	44
1722	1621	1	32
1723	1622	1	39
1724	1623	1	46
1725	1624	1	35
1726	1625	2	40
1727	1626	1	-9
1728	1627	2	52
1729	1628	2	36
1730	1629	2	50
1731	1630	2	25
1732	1631	1	-9
1733	1632	1	42
1734	1633	2	-9
1735	1634	1	65
1736	1635	1	52
1737	1636	1	42
1738	1637	2	42
1739	1638	2	46
1741	1639	1	32
1742	1640	2	32
1743	1641	1	39
1744	1642	1	46
1745	1643	2	69
1746	1644	1	76
1747	1645	2	34
1748	1646	1	61
1749	1647	2	33
1750	1648	1	25
1752	1649	1	-9
1753	1650	1	46
1754	1651	1	52
1755	1652	2	75
1756	1653	2	37
1757	1654	2	36
1758	1655	1	28
1759	1656	2	40
1760	1657	2	75
1761	1658	2	22
1762	1659	2	57
1764	1660	2	59
1765	1661	2	23
1766	1662	1	43
1767	1663	2	39
1769	1664	1	32
1770	1665	2	42
1771	1666	1	46
1772	1667	2	-9
1774	1668	2	72
1775	1669	2	27
1776	1670	2	35
1777	1671	2	40
1778	1672	1	26
1779	1673	2	30
1780	1674	1	26
1781	1675	1	54
1782	1676	2	63
1783	1677	2	21
1784	1678	2	77
1785	1679	1	-9
1786	1680	1	23
1787	1681	1	43
1788	1682	2	43
1789	1683	1	51
1790	1684	1	28
1791	1685	2	61
1792	1686	1	63
1793	1687	1	21
1794	1688	1	36
1795	1689	2	31
1796	1690	2	40
1797	1691	1	32
1798	1692	1	75
1799	1693	1	39
1800	1694	2	27
1801	1695	1	68
1802	1696	2	-9
1803	1697	1	22
1804	1698	2	48
1805	1699	2	32
1806	1700	2	55
1807	1701	1	26
1808	1702	2	53
1809	1703	1	43
1810	1704	1	36
1811	1705	1	61
1812	1706	2	41
1813	1707	1	58
1814	1708	2	43
1815	1709	1	-9
1817	1710	2	35
1818	1711	1	34
1820	1712	2	29
1821	1713	1	60
1822	1714	1	23
1823	1715	1	31
1824	1716	1	62
1825	1717	1	56
1826	1718	2	22
1827	1719	1	31
1828	1720	1	33
1829	1721	2	68
1830	1722	2	37
1831	1723	1	41
1832	1724	2	25
1833	1725	1	26
1834	1726	1	24
1835	1727	2	20
1836	1728	2	48
1837	1729	1	43
1838	1730	2	58
1839	1731	2	44
1840	1732	1	31
1841	1733	2	20
1842	1734	2	26
1843	1735	2	21
1844	1736	2	42
1845	1737	2	64
1846	1738	1	53
1847	1739	2	61
1848	1740	1	22
1849	1741	1	47
1850	1742	2	31
1851	1743	1	47
1852	1744	1	21
1853	1745	2	24
1854	1746	1	49
1855	1747	1	61
1856	1748	2	48
1857	1749	2	36
1858	1750	2	59
1859	1751	1	52
1860	1752	1	51
1862	1753	2	61
1863	1754	2	34
1864	1755	1	48
1865	1756	1	55
1866	1757	1	21
1867	1758	2	35
1868	1759	2	27
1869	1760	1	42
1870	1761	1	28
1871	1762	2	51
1872	1763	2	56
1873	1764	1	20
1874	1765	2	43
1875	1766	2	49
1876	1767	1	31
1877	1768	2	64
1878	1769	1	67
1879	1770	2	23
1880	1771	1	24
1881	1772	1	56
1882	1773	1	-9
1883	1774	2	55
1884	1775	2	44
1885	1776	1	23
1886	1777	2	-9
1887	1778	2	20
1888	1779	1	-9
1889	1780	1	69
1890	1781	1	29
1891	1782	2	68
1892	1783	2	52
1893	1784	1	61
1894	1785	2	-9
1895	1786	1	73
1896	1787	1	53
1897	1788	1	37
1898	1789	1	-9
1899	1790	1	26
1900	1791	2	40
1901	1792	2	43
1902	1793	1	41
1903	1794	1	50
1904	1795	1	40
1905	1796	1	51
1907	1797	2	27
1908	1798	2	26
1909	1799	1	61
1911	1800	1	23
1912	1801	1	29
1913	1802	2	64
1914	1803	2	61
1915	1804	2	53
1916	1805	2	33
1917	1806	1	22
1918	1807	2	23
1919	1808	1	23
1920	1809	1	-9
1921	1810	2	33
1922	1811	2	69
1923	1812	1	62
1924	1813	1	39
1925	1814	2	41
1926	1815	1	43
1927	1816	1	53
1928	1817	1	62
1929	1818	2	22
1930	1819	1	27
1931	1820	1	36
1932	1821	2	-9
1933	1822	1	59
1934	1823	2	53
1935	1824	1	68
1936	1825	1	34
1937	1826	1	39
1938	1827	1	29
1939	1828	1	72
1940	1829	2	52
1941	1830	1	27
1942	1831	1	65
1943	1832	2	33
1944	1833	2	28
1945	1834	1	29
1946	1835	1	22
1947	1836	1	20
1948	1837	2	53
1949	1838	2	27
1950	1839	1	63
1951	1840	1	47
1952	1841	2	62
1953	1842	1	75
1954	1843	1	42
1955	1844	2	23
1956	1845	1	57
1957	1846	2	40
1958	1847	2	39
1959	1848	1	24
1960	1849	2	20
1961	1850	2	21
1963	1851	1	59
1964	1852	2	42
1965	1853	2	34
1966	1854	1	-9
1967	1855	2	38
1968	1856	2	42
1969	1857	1	28
1970	1858	1	23
1971	1859	2	24
1972	1860	1	41
1973	1861	2	-9
1974	1862	1	33
1975	1863	1	-9
1976	1864	1	28
1977	1865	2	30
1978	1866	2	42
1979	1867	2	44
1980	1868	1	38
1981	1869	2	29
1982	1870	1	35
1983	1871	2	58
1984	1872	2	37
1985	1873	1	55
1986	1874	1	28
1987	1875	2	-9
1988	1876	2	39
1989	1877	1	49
1990	1878	1	55
1991	1879	1	46
1992	1880	2	53
1993	1881	2	59
1994	1882	2	42
1995	1883	1	62
1996	1884	1	59
1997	1885	2	44
1998	1886	1	70
1999	1887	2	33
2000	1888	1	29
2001	1889	1	51
2002	1890	1	20
2003	1891	2	31
2004	1892	1	34
2005	1893	1	32
2006	1894	1	63
2007	1895	1	51
2008	1896	2	-9
2009	1897	2	38
2010	1898	2	29
2011	1899	1	48
2012	1900	1	35
2013	1901	1	26
2014	1902	1	22
2016	1903	2	51
2017	1904	1	60
2019	1905	1	39
2020	1906	2	32
2021	1907	1	22
2022	1908	1	21
2023	1909	2	21
2024	1910	1	-9
2025	1911	2	49
2026	1912	2	29
2027	1913	2	30
2028	1914	2	46
2029	1915	2	42
2030	1916	1	46
2031	1917	1	27
2032	1918	1	42
2033	1919	1	32
2034	1920	1	26
2035	1921	1	32
2036	1922	2	36
2037	1923	2	53
2038	1924	2	22
2039	1925	2	29
2040	1926	2	61
2041	1927	1	35
2042	1928	2	72
2043	1929	2	27
2044	1930	2	21
2045	1931	1	33
2046	1932	2	60
2047	1933	1	23
2048	1934	2	41
2050	1935	2	41
2051	1936	1	43
2052	1937	2	33
2053	1938	2	52
2054	1939	2	29
2055	1940	2	73
2056	1941	2	52
2057	1942	1	54
2058	1943	2	21
2059	1944	1	-9
2060	1945	2	35
2061	1946	1	44
2062	1947	2	40
2063	1948	2	50
2064	1949	2	37
2065	1950	2	65
2066	1951	1	38
2067	1952	2	49
2068	1953	2	68
2069	1954	1	32
2070	1955	1	31
2071	1956	2	71
2072	1957	2	33
2073	1958	1	77
2074	1959	2	-9
2075	1960	1	51
2076	1961	1	-9
2078	1962	1	63
2079	1963	1	49
2080	1964	2	72
2082	1965	2	72
2084	1966	2	67
2085	1967	2	71
2086	1968	2	43
2087	1969	2	44
2088	1970	1	28
2089	1971	2	60
2090	1972	2	46
2091	1973	1	-9
2092	1974	2	41
2093	1975	2	65
2094	1976	2	29
2095	1977	1	71
2096	1978	1	40
2097	1979	2	20
2098	1980	1	25
2099	1981	1	57
2100	1982	2	62
2102	1983	2	64
2103	1984	1	54
2104	1985	1	20
2106	1986	2	37
2107	1987	2	27
2108	1988	1	42
2109	1989	1	57
2110	1990	1	-9
2111	1991	2	42
2112	1992	2	36
2113	1993	2	42
2114	1994	1	57
2115	1995	2	42
2116	1996	2	24
2117	1997	1	21
2118	1998	2	60
2119	1999	2	52
2120	2000	2	52
2121	2001	1	72
2122	2002	1	29
2123	2003	1	33
2124	2004	2	36
2125	2005	1	52
2126	2006	2	53
2127	2007	2	51
2128	2008	1	62
2129	2009	1	31
2130	2010	1	41
2131	2011	2	77
2132	2012	2	52
2133	2013	1	62
2135	2014	2	64
2136	2015	2	46
2137	2016	1	57
2138	2017	2	65
2139	2018	2	29
2140	2019	2	64
2141	2020	2	77
2142	2021	2	34
2143	2022	1	31
2144	2023	2	51
2145	2024	2	23
2146	2025	1	42
2147	2026	1	33
2148	2027	1	34
2149	2028	2	29
2150	2029	2	64
2151	2030	2	38
2153	2031	2	34
2154	2032	2	56
2155	2033	1	-9
2156	2034	1	54
2157	2035	2	53
2158	2036	1	77
2159	2037	2	29
2160	2038	2	62
2161	2039	1	61
2162	2040	2	65
2163	2041	2	58
2164	2042	1	39
2165	2043	1	48
2166	2044	1	23
2167	2045	1	41
2168	2046	2	48
2169	2047	1	27
2170	2048	2	20
2171	2049	2	26
2172	2050	1	52
2173	2051	2	22
2174	2052	1	48
2175	2053	2	35
2176	2054	1	36
2177	2055	2	39
2178	2056	1	51
2179	2057	1	47
2180	2058	2	24
2181	2059	1	40
2182	2060	2	58
2183	2061	1	26
2184	2062	1	51
2185	2063	1	31
2186	2064	2	24
2187	2065	1	22
2188	2066	1	51
2189	2067	1	60
2190	2068	1	27
2191	2069	2	31
2192	2070	2	56
2193	2071	2	31
2194	2072	2	74
2195	2073	1	63
2196	2074	1	25
2197	2075	2	35
2198	2076	2	55
2199	2077	1	62
2200	2078	2	52
2201	2079	2	36
2202	2080	2	32
2203	2081	1	31
2204	2082	2	28
2205	2083	2	23
2206	2084	2	40
2207	2085	1	-9
2208	2086	1	49
2209	2087	2	59
2210	2088	1	25
2211	2089	1	50
2213	2090	2	67
2214	2091	1	20
2215	2092	1	-9
2216	2093	2	31
2217	2094	2	25
2218	2095	1	35
2219	2096	1	58
2220	2097	1	30
2221	2098	2	-9
2222	2099	1	29
2223	2100	1	32
2224	2101	1	41
2225	2102	1	22
2226	2103	1	69
2227	2104	2	71
2228	2105	1	47
2229	2106	2	75
2230	2107	2	-9
2231	2108	1	46
2232	2109	1	24
2233	2110	2	-9
2234	2111	2	35
2235	2112	1	37
2236	2113	1	27
2237	2114	2	58
2238	2115	2	41
2239	2116	1	64
2240	2117	2	31
2241	2118	1	29
2243	2119	1	22
2244	2120	2	40
2246	2121	1	42
2247	2122	1	65
2248	2123	1	35
2249	2124	2	60
2250	2125	1	52
2251	2126	2	47
2252	2127	1	40
2253	2128	2	66
2254	2129	2	34
2255	2130	1	50
2256	2131	1	51
2257	2132	1	25
2259	2133	2	45
2260	2134	1	-9
2261	2135	1	49
2262	2136	2	34
2263	2137	2	42
2264	2138	1	23
2266	2139	1	-9
2267	2140	1	25
2268	2141	2	35
2269	2142	1	-9
2271	2143	1	42
2272	2144	1	61
2273	2145	2	22
2274	2146	1	61
2275	2147	2	60
2276	2148	2	-9
2277	2149	1	27
2278	2150	1	42
2279	2151	2	52
2280	2152	1	64
2281	2153	2	22
2283	2154	2	55
2284	2155	2	41
2285	2156	2	22
2286	2157	2	42
2287	2158	1	51
2288	2159	2	-9
2289	2160	2	40
2290	2161	2	60
2291	2162	1	43
2292	2163	2	24
2293	2164	2	22
2294	2165	2	52
2295	2166	2	26
2296	2167	2	63
2297	2168	2	67
2298	2169	1	34
2299	2170	2	33
2300	2171	2	24
2301	2172	2	57
2302	2173	2	20
2304	2174	2	26
2305	2175	2	26
2306	2176	1	33
2307	2177	2	21
2308	2178	1	69
2309	2179	2	44
2311	2180	2	53
2312	2181	1	32
2313	2182	2	45
2315	2183	2	49
2316	2184	1	41
2317	2185	2	-9
2318	2186	2	29
2319	2187	2	66
2320	2188	2	22
2321	2189	1	-9
2322	2190	1	56
2323	2191	2	42
2324	2192	1	34
2325	2193	1	33
2326	2194	2	45
2328	2195	2	-9
2329	2196	2	51
2330	2197	2	48
2331	2198	2	30
2332	2199	2	56
2333	2200	2	39
2335	2201	1	33
2336	2202	2	30
2337	2203	1	-9
2338	2204	2	71
2339	2205	2	41
2341	2206	2	52
2342	2207	1	62
2343	2208	2	24
2344	2209	1	56
2345	2210	1	28
2346	2211	2	61
2347	2212	2	61
2348	2213	1	23
2349	2214	2	56
2350	2215	1	34
2352	2216	1	-9
2353	2217	1	-9
2354	2218	2	29
2355	2219	2	39
2356	2220	1	49
2357	2221	2	40
2358	2222	2	38
2359	2223	2	-9
2360	2224	1	50
2361	2225	1	23
2362	2226	1	72
2363	2227	1	35
2364	2228	2	32
2365	2229	1	23
2366	2230	1	25
2368	2231	2	52
2369	2232	1	35
2370	2233	2	42
2371	2234	2	49
2372	2235	2	52
2373	2236	1	58
2374	2237	2	62
2375	2238	1	-9
2376	2239	2	23
2377	2240	1	54
2378	2241	2	24
2379	2242	1	52
2380	2243	1	24
2381	2244	1	49
2382	2245	1	36
2383	2246	2	65
2384	2247	1	24
2385	2248	2	62
2386	2249	2	37
2387	2250	1	62
2388	2251	1	46
2389	2252	2	34
2390	2253	2	45
2391	2254	1	31
2392	2255	1	47
2393	2256	1	29
2394	2257	2	31
2395	2258	1	27
2396	2259	2	21
2397	2260	2	-9
2398	2261	1	33
2399	2262	2	47
2400	2263	2	34
2401	2264	1	31
2402	2265	2	20
2404	2266	2	-9
2405	2267	2	41
2406	2268	1	28
2407	2269	1	60
2408	2270	1	59
2409	2271	1	-9
2410	2272	1	29
2411	2273	1	60
2412	2274	1	21
2413	2275	1	29
2414	2276	2	43
2415	2277	1	74
2416	2278	2	32
2417	2279	2	21
2418	2280	2	32
2420	2281	2	61
2421	2282	1	21
2422	2283	2	24
2423	2284	1	52
2424	2285	2	30
2425	2286	2	49
2426	2287	2	25
2427	2288	2	47
2429	2289	1	53
2430	2290	1	26
2431	2291	1	40
2432	2292	2	25
2433	2293	1	47
2434	2294	1	59
2435	2295	2	47
2436	2296	2	36
2437	2297	2	61
2438	2298	1	20
2439	2299	1	65
2440	2300	2	47
2441	2301	2	21
2442	2302	2	34
2443	2303	2	42
2444	2304	1	-9
2445	2305	2	22
2446	2306	2	55
2447	2307	2	61
2448	2308	2	25
2449	2309	1	54
2450	2310	1	41
2451	2311	2	31
2453	2312	1	42
2454	2313	2	54
2455	2314	2	24
2456	2315	1	26
2457	2316	2	50
2458	2317	1	-9
2459	2318	2	29
2460	2319	2	50
2461	2320	2	61
2462	2321	1	57
2464	2322	2	56
2465	2323	1	60
2466	2324	2	57
2467	2325	2	44
2468	2326	2	53
2469	2327	1	66
2470	2328	2	23
2471	2329	1	21
2472	2330	1	32
2473	2331	1	28
2474	2332	2	22
2475	2333	1	52
2476	2334	2	64
2477	2335	2	39
2478	2336	2	61
2479	2337	1	35
2480	2338	1	32
2482	2339	2	24
2483	2340	1	23
2484	2341	1	44
2485	2342	2	-9
2487	2343	2	32
2488	2344	1	52
2489	2345	2	60
2490	2346	1	62
2492	2347	2	28
2493	2348	1	50
2494	2349	2	37
2495	2350	2	37
2497	2351	1	47
2498	2352	1	27
2499	2353	1	28
2500	2354	2	27
2502	2355	2	52
2503	2356	2	48
2504	2357	2	32
2505	2358	2	51
2506	2359	2	41
2507	2360	1	30
2508	2361	2	53
2509	2362	2	-9
2510	2363	1	40
2513	2364	1	40
2514	2365	1	63
2516	2366	2	55
2517	2367	1	51
2518	2368	1	76
2519	2369	1	32
2521	2370	1	28
2522	2371	1	40
2523	2372	1	27
2525	2373	2	22
2526	2374	2	51
2527	2375	2	54
2528	2376	1	48
2529	2377	1	71
2530	2378	1	53
2531	2379	1	51
2532	2380	1	62
2533	2381	1	61
2534	2382	1	54
2535	2383	2	48
2536	2384	1	21
2537	2385	2	51
2538	2386	1	20
2539	2387	1	71
2540	2388	1	42
2541	2389	1	-9
2542	2390	1	54
2544	2391	2	-9
2545	2392	1	35
2546	2393	2	-9
2547	2394	2	42
2548	2395	1	46
2549	2396	2	56
2550	2397	1	51
2551	2398	2	38
2552	2399	1	40
2553	2400	1	30
2554	2401	1	21
2555	2402	2	52
2556	2403	2	25
2557	2404	1	40
2558	2405	1	56
2559	2406	2	57
2560	2407	1	68
2561	2408	1	21
2562	2409	1	63
2563	2410	2	29
2564	2411	1	57
2565	2412	1	31
2568	2413	2	31
2569	2414	2	21
2570	2415	2	40
2571	2416	1	33
2572	2417	1	25
2573	2418	2	34
2574	2419	1	25
2575	2420	2	26
2576	2421	1	24
2577	2422	2	41
2578	2423	1	60
2579	2424	1	35
2580	2425	2	21
2581	2426	1	20
2582	2427	1	41
2583	2428	2	24
2584	2429	2	23
2587	2430	1	28
2588	2431	1	62
2589	2432	1	20
2590	2433	2	33
2591	2434	1	30
2592	2435	1	24
2593	2436	1	49
2594	2437	1	55
2596	2438	2	28
2597	2439	2	47
2598	2440	1	41
2599	2441	2	45
2600	2442	2	50
2601	2443	2	29
2602	2444	2	59
2603	2445	2	-9
2604	2446	1	66
2605	2447	1	55
2606	2448	2	54
2607	2449	2	75
2608	2450	1	44
2609	2451	1	-9
2610	2452	2	34
2611	2453	2	39
2613	2454	2	42
2614	2455	2	42
2615	2456	2	27
2616	2457	1	24
2617	2458	2	37
2618	2459	2	58
2619	2460	1	43
2620	2461	2	43
2621	2462	1	48
2622	2463	1	22
2623	2464	1	77
2624	2465	1	22
2625	2466	2	34
2626	2467	1	38
2627	2468	2	20
2628	2469	1	38
2629	2470	1	31
2630	2471	2	36
2631	2472	2	-9
2632	2473	2	20
2633	2474	1	23
2634	2475	2	45
2635	2476	1	42
2636	2477	1	23
2637	2478	2	38
2638	2479	2	39
2639	2480	1	51
2640	2481	1	37
2641	2482	2	54
2643	2483	2	-9
2644	2484	1	26
2645	2485	1	-9
2646	2486	1	31
2647	2487	2	30
2648	2488	2	45
2649	2489	1	28
2650	2490	1	53
2651	2491	2	45
2652	2492	1	43
2653	2493	1	20
2654	2494	1	31
2655	2495	2	22
2656	2496	1	30
2657	2497	2	47
2658	2498	1	41
2659	2499	2	22
2660	2500	1	35
2661	2501	2	36
2662	2502	1	41
2663	2503	1	53
2664	2504	2	40
2665	2505	2	76
2666	2506	2	35
2667	2507	1	25
2668	2508	1	52
2669	2509	1	53
2670	2510	2	57
2671	2511	1	22
2672	2512	1	46
2673	2513	1	-9
2674	2514	2	61
2675	2515	2	64
2677	2516	2	69
2678	2517	2	60
2680	2518	1	32
2681	2519	1	22
2682	2520	1	21
2683	2521	2	36
2684	2522	2	59
2685	2523	1	32
2686	2524	2	20
2687	2525	1	41
2688	2526	1	51
2689	2527	1	49
2690	2528	1	25
2691	2529	1	31
2692	2530	1	55
2693	2531	1	43
2694	2532	1	62
2695	2533	2	48
2696	2534	2	-9
2697	2535	1	52
2698	2536	2	25
2699	2537	2	26
2700	2538	2	23
2701	2539	1	50
2702	2540	2	45
2704	2541	1	54
2705	2542	2	27
2706	2543	2	42
2708	2544	1	25
2709	2545	1	59
2710	2546	1	-9
2711	2547	1	21
2712	2548	2	67
2713	2549	1	43
2714	2550	1	62
2715	2551	1	60
2716	2552	2	36
2717	2553	1	27
2718	2554	2	41
2719	2555	2	32
2720	2556	2	73
2721	2557	1	40
2722	2558	1	24
2723	2559	1	40
2724	2560	1	61
2725	2561	1	43
2726	2562	1	22
2727	2563	2	-9
2728	2564	2	52
2729	2565	1	37
2730	2566	2	52
2731	2567	2	40
2732	2568	2	26
2733	2569	2	35
2734	2570	2	44
2736	2571	1	52
2737	2572	2	24
2738	2573	2	39
2739	2574	2	57
2740	2575	1	54
2741	2576	1	38
2742	2577	2	48
2743	2578	1	48
2744	2579	2	26
2745	2580	2	59
2747	2581	1	26
2748	2582	1	33
2749	2583	1	60
2750	2584	2	25
2751	2585	1	42
2752	2586	1	29
2753	2587	1	29
2754	2588	2	33
2755	2589	2	51
2756	2590	2	77
2757	2591	2	70
2758	2592	1	56
2759	2593	1	20
2760	2594	2	67
2761	2595	2	34
2762	2596	2	20
2763	2597	1	40
2764	2598	2	54
2765	2599	2	65
2766	2600	1	40
2767	2601	2	49
2768	2602	1	53
2769	2603	2	53
2770	2604	1	48
2771	2605	1	25
2772	2606	1	56
2773	2607	1	69
2774	2608	1	53
2775	2609	2	42
2776	2610	2	54
2777	2611	1	32
2778	2612	1	59
2779	2613	1	56
2780	2614	2	35
2781	2615	2	63
2782	2616	2	38
2783	2617	2	36
2784	2618	2	40
2785	2619	2	54
2786	2620	2	31
2787	2621	2	54
2788	2622	2	55
2789	2623	1	26
2790	2624	1	47
2791	2625	2	-9
2792	2626	1	59
2793	2627	1	33
2794	2628	1	52
2795	2629	2	41
2796	2630	2	38
2797	2631	2	42
2799	2632	2	45
2800	2633	2	42
2801	2634	1	71
2802	2635	2	-9
2803	2636	2	39
2804	2637	2	25
2805	2638	2	59
2806	2639	2	28
2807	2640	2	43
2808	2641	2	32
2810	2642	2	49
2811	2643	2	59
2812	2644	1	52
2813	2645	1	28
2814	2646	1	38
2815	2647	1	41
2816	2648	2	61
2817	2649	2	44
2818	2650	1	50
2819	2651	1	40
2820	2652	2	29
2822	2653	2	33
2823	2654	2	69
2824	2655	2	55
2825	2656	1	32
2826	2657	2	-9
2827	2658	2	28
2828	2659	1	40
2829	2660	2	44
2830	2661	1	25
2831	2662	2	70
2832	2663	2	35
2833	2664	1	21
2834	2665	2	30
2835	2666	1	22
2836	2667	1	55
2837	2668	1	56
2838	2669	1	54
2839	2670	1	21
2840	2671	1	20
2841	2672	2	44
2842	2673	1	55
2843	2674	1	35
2844	2675	2	62
2845	2676	2	-9
2846	2677	2	52
2847	2678	2	30
2848	2679	2	56
2849	2680	1	30
2850	2681	1	29
2851	2682	2	72
2852	2683	2	34
2853	2684	2	27
2854	2685	1	32
2855	2686	1	55
2856	2687	1	44
2857	2688	2	39
2858	2689	2	60
2859	2690	1	27
2860	2691	2	36
2861	2692	1	46
2862	2693	1	21
2863	2694	1	55
2864	2695	2	25
2865	2696	1	31
2866	2697	2	31
2867	2698	1	37
2868	2699	1	26
2869	2700	2	54
2870	2701	1	42
2871	2702	2	45
2872	2703	2	39
2873	2704	1	31
2874	2705	2	48
2875	2706	2	65
2876	2707	2	61
2877	2708	1	27
2878	2709	2	26
2879	2710	2	30
2880	2711	2	67
2881	2712	2	38
2882	2713	1	29
2883	2714	2	21
2884	2715	2	75
2885	2716	2	57
2886	2717	1	33
2887	2718	1	-9
2888	2719	1	-9
2889	2720	2	21
2890	2721	2	30
2891	2722	2	46
2892	2723	1	23
2893	2724	2	29
2894	2725	1	42
2895	2726	1	33
2896	2727	1	43
2897	2728	2	38
2898	2729	1	47
2899	2730	2	57
2900	2731	1	27
2901	2732	1	53
2902	2733	1	38
2903	2734	1	-9
2904	2735	2	43
2905	2736	2	20
2906	2737	2	24
2907	2738	2	52
2908	2739	1	45
2909	2740	2	64
2910	2741	2	35
2911	2742	2	-9
2912	2743	2	-9
2913	2744	1	41
2914	2745	1	49
2915	2746	1	25
2916	2747	2	24
2918	2748	1	23
2919	2749	1	34
2920	2750	2	42
2922	2751	1	49
2923	2752	2	51
2926	2753	1	54
2927	2754	1	21
2928	2755	1	38
2930	2756	2	29
2931	2757	1	62
2932	2758	2	55
2933	2759	2	25
2934	2760	2	41
2935	2761	1	-9
2936	2762	1	26
2937	2763	2	32
2938	2764	2	38
2939	2765	2	53
2940	2766	2	57
2942	2767	2	-9
2943	2768	2	46
2944	2769	2	27
2945	2770	2	48
2946	2771	1	62
2947	2772	2	47
2948	2773	1	-9
2949	2774	2	50
2950	2775	2	37
2951	2776	1	-9
2952	2777	2	42
2953	2778	1	51
2954	2779	1	27
2956	2780	1	42
2957	2781	1	41
2958	2782	1	63
2959	2783	2	40
2961	2784	1	29
2962	2785	2	42
2964	2786	2	33
2965	2787	2	53
2966	2788	1	32
2967	2789	2	57
2968	2790	1	50
2969	2791	1	56
2970	2792	1	61
2971	2793	1	39
2972	2794	2	21
2973	2795	2	32
2974	2796	1	49
2975	2797	2	31
2977	2798	1	28
2978	2799	1	59
2979	2800	2	48
2980	2801	1	46
2981	2802	2	77
2982	2803	1	56
2983	2804	2	33
2984	2805	1	35
2985	2806	1	43
2986	2807	2	51
2987	2808	1	60
2988	2809	1	32
2989	2810	1	-9
2990	2811	2	-9
2991	2812	2	-9
2992	2813	1	77
2993	2814	2	54
2994	2815	1	65
2995	2816	1	27
2996	2817	2	26
2997	2818	2	42
2998	2819	2	54
2999	2820	1	-9
3000	2821	1	24
3003	2822	1	59
3004	2823	1	43
3005	2824	2	38
3006	2825	2	72
3010	2826	2	-9
3011	2827	2	33
3012	2828	2	55
3015	2829	2	28
3016	2830	1	61
3017	2831	2	31
3018	2832	1	29
3021	2833	2	55
3022	2834	2	54
3023	2835	1	34
3024	2836	2	63
3025	2837	1	32
3026	2838	2	34
3027	2839	1	61
3028	2840	1	30
3029	2841	1	35
3030	2842	2	31
3031	2843	2	24
3032	2844	2	57
3033	2845	2	24
3034	2846	2	36
3035	2847	2	35
3036	2848	1	64
3037	2849	1	43
3038	2850	2	40
3039	2851	1	52
3040	2852	2	41
3041	2853	2	58
3042	2854	2	59
3043	2855	1	23
3044	2856	2	38
3045	2857	1	72
3046	2858	1	38
3047	2859	1	-9
3048	2860	1	43
3049	2861	2	22
3050	2862	1	44
3051	2863	1	25
3052	2864	2	28
3053	2865	1	22
3054	2866	1	41
3055	2867	2	31
3057	2868	2	64
3058	2869	2	31
3059	2870	2	-9
3060	2871	2	34
3061	2872	2	64
3062	2873	2	25
3063	2874	1	25
3064	2875	2	26
3065	2876	1	25
3066	2877	2	47
3067	2878	1	66
3068	2879	2	32
3069	2880	1	24
3070	2881	1	-9
3071	2882	1	23
3072	2883	1	36
3073	2884	2	26
3074	2885	2	-9
3075	2886	1	58
3076	2887	1	37
3077	2888	1	60
3078	2889	1	57
3079	2890	2	42
3080	2891	2	-9
3081	2892	1	25
3083	2893	1	59
3084	2894	1	49
3085	2895	1	-9
3086	2896	1	32
3087	2897	2	21
3089	2898	1	31
3090	2899	2	23
3091	2900	2	40
3092	2901	2	35
3093	2902	1	52
3094	2903	2	63
3095	2904	2	29
3096	2905	1	63
3097	2906	1	37
3098	2907	1	27
3099	2908	1	27
3100	2909	2	54
3101	2910	1	33
3102	2911	1	58
3103	2912	2	-9
3104	2913	2	45
3105	2914	2	42
3106	2915	1	27
3107	2916	1	53
3108	2917	2	29
3110	2918	2	61
3111	2919	2	21
3112	2920	1	23
3113	2921	1	24
3114	2922	2	42
3115	2923	1	45
3116	2924	2	57
3117	2925	2	42
3118	2926	2	64
3119	2927	2	56
3120	2928	1	23
3121	2929	1	40
3122	2930	2	55
3123	2931	1	21
3124	2932	1	32
3125	2933	1	40
3126	2934	1	23
3127	2935	2	44
3128	2936	1	33
3129	2937	1	22
3130	2938	2	27
3131	2939	2	48
3132	2940	2	41
3133	2941	1	73
3134	2942	1	-9
3135	2943	2	57
3136	2944	2	28
3137	2945	1	26
3138	2946	1	46
3139	2947	1	60
3140	2948	2	49
3141	2949	1	30
3142	2950	2	55
3143	2951	2	38
3144	2952	1	34
3145	2953	1	55
3146	2954	1	50
3147	2955	1	56
3148	2956	2	55
3149	2957	1	23
3151	2958	2	51
3152	2959	2	35
3153	2960	2	51
3154	2961	2	46
3155	2962	1	77
3156	2963	2	41
3157	2964	2	35
3158	2965	1	62
3159	2966	2	-9
3160	2967	1	22
3162	2968	2	-9
3163	2969	2	21
3164	2970	2	68
3165	2971	2	28
